precipitation_2001-2010,pet_2001-2010,streamflow_2001-2010,temperature_2001-2010,aridity_2001-2010,runoff_ratio_2001-2010,precipitation_1991-2000,pet_1991-2000,streamflow_1991-2000,temperature_1991-2000,aridity_1991-2000,runoff_ratio_1991-2000,precipitation_1981-1990,pet_1981-1990,streamflow_1981-1990,temperature_1981-1990,aridity_1981-1990,runoff_ratio_1981-1990,precipitation_1990,pet_1990,streamflow_1990,temperature_1990,aridity_1990,runoff_ratio_1990,precipitation_1989,pet_1989,streamflow_1989,temperature_1989,aridity_1989,runoff_ratio_1989,precipitation_1988,pet_1988,streamflow_1988,temperature_1988,aridity_1988,runoff_ratio_1988,precipitation_1987,pet_1987,streamflow_1987,temperature_1987,aridity_1987,runoff_ratio_1987,precipitation_1986,pet_1986,streamflow_1986,temperature_1986,aridity_1986,runoff_ratio_1986,precipitation_1985,pet_1985,streamflow_1985,temperature_1985,aridity_1985,runoff_ratio_1985,precipitation_1984,pet_1984,streamflow_1984,temperature_1984,aridity_1984,runoff_ratio_1984,precipitation_1983,pet_1983,streamflow_1983,temperature_1983,aridity_1983,runoff_ratio_1983,precipitation_1982,pet_1982,streamflow_1982,temperature_1982,aridity_1982,runoff_ratio_1982,precipitation_1981,pet_1981,streamflow_1981,temperature_1981,aridity_1981,runoff_ratio_1981,precipitation,pet,streamflow,temperature,aridity_control,runoff_ratio_control,gauge_id,huc_02,gauge_name,p_mean,pet_mean,p_seasonality,frac_snow,aridity,high_prec_freq,high_prec_dur,high_prec_timing,low_prec_freq,low_prec_dur,low_prec_timing,geol_1st_class,glim_1st_class_frac,geol_2nd_class,glim_2nd_class_frac,carbonate_rocks_frac,geol_porostiy,geol_permeability,q_mean,runoff_ratio,slope_fdc,baseflow_index,stream_elas,q5,q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,zero_q_freq,hfd_mean,soil_depth_pelletier,soil_depth_statsgo,soil_porosity,soil_conductivity,max_water_content,sand_frac,silt_frac,clay_frac,water_frac,organic_frac,other_frac,gauge_lat,gauge_lon,elev_mean,slope_mean,area_gages2,area_geospa_fabric,frac_forest,lai_max,lai_diff,gvf_max,gvf_diff,dom_land_cover_frac,dom_land_cover,root_depth_50,root_depth_99
3.239433187294633,1.9723754654983572,1.7987222617743701,3.597734118291347,0.6088643757908644,0.5552583300156123,3.0291376950451685,1.970045223104298,1.6241073090610456,3.136075828086504,0.650365028412788,0.5361615986350293,3.095594194961665,1.9439294359255204,1.615941922234392,3.222122124863089,0.6279664947974853,0.5220134877060019,3.428876712328767,1.9822534246575343,1.8149161643835616,3.7404109589041097,0.5781057736868179,0.5293034181887915,2.6873972602739724,1.9631361643835616,1.247541095890411,2.3582465753424655,0.7304971964522378,0.46421908451422167,2.7066666666666666,1.896256010928962,1.280837431693989,3.2343442622950818,0.7005871961560204,0.4732157998869418,2.5263561643835617,1.907443287671233,1.2781216438356164,3.448150684931507,0.7550175682123802,0.5059150652843447,3.1523835616438354,1.9067435616438357,1.70302301369863,2.597424657534247,0.6048577288766057,0.540233439363126,2.6636986301369863,1.9133106849315067,1.2117257534246575,2.503150684931507,0.7182909745435844,0.4549034713293906,3.1502459016393445,1.9313040983606558,1.9513032786885247,3.304084699453552,0.6130645538989931,0.6194130044493014,3.8444931506849316,1.9777087671232876,2.109071780821918,4.019616438356165,0.5144263989053903,0.5485955360451527,3.046301369863014,2.0204739726027396,1.4548309589041095,2.826917808219178,0.663254789099739,0.4775728932457954,3.7504383561643837,1.9408295890410958,2.108047397260274,4.188616438356164,0.5174940646207566,0.5620802682426164,3.1282198241406873,1.9516160511590726,1.6835732454036771,3.3382825739408473,0.6238743313683768,0.5381889189536575,01013500,1.0,"Fish River near Fort Kent, Maine",3.12667898699521,1.97155451060917,0.187940258706929,0.313440357191799,0.63055865946247,12.95,1.34895833333333,son,202.2,3.4271186440678,mam,Siliciclastic sedimentary rocks,0.815904446815535,Basic volcanic rocks,0.179729452382194,0.0,0.1714,-14.7019,1.69915450753356,0.543437466590222,1.52821853538976,0.585225955779508,1.84532416164806,0.241106126475711,6.37302139711473,6.1,8.71428571428571,41.35,20.1707317073171,0.0,207.25,7.40476190476191,1.24840792462702,0.461148751156712,1.10652247617283,0.558054827184396,27.8418272885233,55.1569400320784,16.2757317233653,5.37669779045723,0.40871676450827,0.0,47.23739,-68.58264,250.31,21.64152,2252.7,2303.95,0.9063,4.1673039455613,3.34073185949204,0.804567420071824,0.37164816263051,0.883451918625571,    Mixed Forests,,
3.720512048192771,2.110490799561884,2.2927540525739323,6.730951533406353,0.5672581548518434,0.6162469098003948,3.5079824801532986,2.1350478784560636,1.9764748152203668,6.458631261976458,0.6086255819506722,0.5634220884518201,3.5900575027382255,2.0910894852135815,2.062376916757941,6.279654983570646,0.5824668500765394,0.5744690482492036,4.09841095890411,2.071868219178082,2.337067671232877,7.225315068493152,0.5055296406224931,0.5702375127012139,3.59,2.097886301369863,2.038892602739726,5.4530958904109585,0.5843694432785135,0.5679366581447705,3.1733879781420766,2.081214480874317,1.799551912568306,6.308005464480875,0.655833605978682,0.567075921684776,3.1365479452054794,2.1091216438356164,1.7480375342465753,6.172863013698629,0.6724340519199189,0.557312550225359,3.527232876712329,2.033076712328767,2.019572602739726,5.8808630136986295,0.5763942397315602,0.5725657118001615,2.868958904109589,2.0675553424657536,1.292291506849315,5.786602739726027,0.7206639800605442,0.4504391837046516,3.5510382513661205,2.133780601092896,2.275048633879781,6.626707650273224,0.6008892188846485,0.6406713960359471,4.735041095890411,2.1114876712328767,2.7849517808219177,7.074452054794521,0.44592805605540736,0.5881578901688953,3.177205479452055,2.11186,1.9720128767123288,5.717342465753425,0.6646910354580574,0.6206752724889625,4.044,2.0929539726027397,2.3564794520547947,6.5502739726027395,0.5175454927306479,0.5827100524368929,3.637576338928857,2.0985949160671464,2.143719448441247,6.514800959232614,0.5769212026173206,0.5893263120005063,01022500,1.0,"Narraguagus River at Cherryfield, Maine",3.60812594113621,2.11925594798084,-0.114529586491395,0.245259009248271,0.587356423405076,20.55,1.20527859237537,son,233.65,3.66222570532915,jja,Acid plutonic rocks,0.590658158506066,Siliciclastic sedimentary rocks,0.164618210344753,0.0,0.071,-14.2138,2.17306214800791,0.602268929482991,1.77627980351081,0.554478447930409,1.70278237133413,0.20473435527605,7.12304944397925,3.9,2.29411764705882,65.15,17.1447368421053,0.0,166.25,17.4128078817734,1.49184551626462,0.415905486478906,2.37500506296918,0.62622887793281,59.3901561620653,28.0809367005555,12.0376458109105,1.22691267171763,0.0,0.358472313043415,44.60797,-67.93524,92.68,17.79072,573.6,620.38,0.9232,4.87139243857226,3.74669161645587,0.863935769102455,0.337712461949305,0.820493445115513,    Mixed Forests,0.237434541158062,2.23844410060377
3.4127656078860897,2.0428008762322016,1.9397308324205915,5.4092141292442495,0.5985763779123227,0.5683750527543805,3.1341856008759925,2.049099370380509,1.7302446756090886,4.8295442102381605,0.6537900530867712,0.5520555882604693,3.1670317634173055,2.022872343921139,1.7423139649507118,4.935828313253012,0.6387281514784714,0.5501409821891752,4.005150684931507,2.007010410958904,2.2438361643835614,5.579794520547945,0.5011073412318384,0.5602376392043122,3.175342465753425,2.020616164383562,1.6772961643835618,3.7497260273972604,0.6363459016393442,0.5282252804141502,2.7736612021857923,1.9917680327868854,1.2471084699453552,5.013497267759563,0.7181006934867411,0.4496253792505615,2.5917260273972604,2.011598904109589,1.294522191780822,5.0612876712328765,0.7761618638871858,0.49948265291020955,2.801945205479452,1.9656797260273975,1.4980049315068493,4.380068493150684,0.701541101583049,0.5346303448680466,2.4772054794520546,2.0032082191780822,0.9851364383561644,4.4683972602739725,0.8086564622088523,0.39768055033289834,3.1040163934426226,2.021501092896175,2.0105016393442625,5.176106557377049,0.6512533558671562,0.6477097361958332,3.918931506849315,2.0588816438356163,2.447226575342466,5.806931506849316,0.525368111240833,0.6244627064967387,2.8961643835616435,2.104226575342466,1.6362339726027397,4.5620958904109585,0.7265563333648662,0.5649658499668906,3.9274246575342464,2.0443216438356164,2.3838950684931506,5.559506849315069,0.5205247260221415,0.6069868365061981,3.285474020783373,2.02628932853717,1.8568130775379696,5.0913105515587525,0.6167418508620657,0.5651583502995527,01030500,1.0,"Mattawamkeag River near Mattawamkeag, Maine",3.2744052019165,2.04359356605065,0.0473581892739792,0.27701840295357,0.624111385131731,17.15,1.20774647887324,son,215.6,3.51426242868786,djf,Siliciclastic sedimentary rocks,0.573305400935238,Metamorphics,0.287010005606611,0.0521400935487284,0.1178,-14.4918,1.82010754402741,0.555858982560286,1.87111040605632,0.508440712580478,1.37750520315631,0.107149196809004,6.85488650393008,12.25,7.20588235294118,89.25,19.4021739130435,0.0,184.9,19.0114143920596,1.46136319457164,0.459090984473127,1.28980734614748,0.653019780703995,32.2354584281651,51.7791822486715,14.7768237774889,1.63434486166016,1.33027758793988,0.0220161021434411,45.50097,-68.30596,143.8,12.79195,3676.17,3676.09,0.8782,4.68519971859885,3.66554296378545,0.858502041122509,0.35139338964903,0.975257985818668,    Mixed Forests,,
3.609592004381161,2.0643826396495073,2.140265361445783,4.886961938663746,0.5719157835965539,0.592938304065397,3.4520257322748424,2.085560580344922,1.9270057486996988,4.433372570490008,0.6041555718562281,0.5582246188616403,3.3272453450164297,2.056093318729463,1.9568200711938664,4.452512322015334,0.6179566294409559,0.5881201619606454,4.065479452054794,2.0201769863013697,2.3528424657534246,5.336575342465753,0.49690989958892107,0.5787367747152773,3.2461095890410956,2.039933424657534,1.6631717808219177,3.3510273972602738,0.6284240777157905,0.5123584818075168,2.79896174863388,2.0076928961748632,1.5417871584699452,4.283046448087432,0.717299154643603,0.5508425255266394,3.015205479452055,2.069013424657534,1.8308509589041095,4.583794520547945,0.686193176139203,0.6072060333469629,3.222739726027397,2.029826301369863,1.8978197260273972,4.164739726027397,0.62984493751594,0.5888839581739352,2.739780821917808,2.0286786301369863,1.5838830136986302,3.8495205479452057,0.7404528909421811,0.5781057378852423,3.4945628415300547,2.085572131147541,2.3537199453551914,4.736543715846994,0.5968048725185885,0.6735377362178561,4.220876712328767,2.090249315068493,2.841063287671233,5.22358904109589,0.4952168607443756,0.6730979086341863,2.887835616438356,2.120848219178082,1.5474002739726027,3.9481369863013698,0.7344075289831699,0.5358339183727682,3.5818904109589043,2.0689936986301367,1.9557117808219178,5.047835616438356,0.5776261865242964,0.5459998929164213,3.4771486810551555,2.0575576818545165,2.020363389288569,4.645804156674661,0.5917370439362811,0.5810402644834506,01031500,1.0,"Piscataquis River near Dover-Foxcroft, Maine",3.5229568788501,2.07132369609856,0.104090599122482,0.291836473001958,0.587950340389816,18.9,1.14893617021277,son,227.35,3.47364400305577,djf,Siliciclastic sedimentary rocks,0.448927859249061,Metamorphics,0.443862824494092,0.0262579789051996,0.0747,-14.841,2.03024228022694,0.576289279160751,1.49401920331253,0.445090526012048,1.64869298694367,0.111345353480538,8.01050285897128,18.9,3.28695652173913,94.8,14.6976744186047,0.0,181.0,7.25255704169945,1.27904687474352,0.450235950413386,1.37329168013829,0.559122720432494,35.2690304364436,50.8412317295135,12.6541253158485,0.674593581167949,0.0,0.0,45.17501,-69.3147,247.8,29.56035,769.05,766.53,0.9548,4.90325937325786,3.99084340642749,0.870668492047483,0.398619402379116,0.999999999999894,    Mixed Forests,0.249999999999973,2.39999999999975
3.4468072289156626,2.0816470153340636,2.2746895947426067,4.605394304490691,0.6039348524834482,0.6599410537554795,3.23403777716945,2.10267615658363,2.0976318368464275,4.284375855461265,0.6501705612183573,0.6486108021540654,3.2427792990142383,2.0735984939759033,2.0226426889375686,4.227412376779847,0.6394510087708558,0.6237373877255307,3.6956164383561645,2.0547323287671233,2.4622016438356167,5.131246575342466,0.5559917710727259,0.6662492401215806,3.1380547945205484,2.037690684931507,1.9835561643835617,3.142958904109589,0.6493483442320956,0.632097364216555,2.805081967213115,2.0178166666666666,1.62237131147541,4.057349726775956,0.7193432100208442,0.578368593302554,3.06972602739726,2.0654235616438354,2.043154794520548,4.487794520547945,0.6728364496407693,0.6655821321790352,3.1063835616438356,2.049631506849315,2.2135405479452057,4.062835616438356,0.6598127585264105,0.7125779878817813,2.7891232876712326,2.0609186301369866,1.512915068493151,3.7032465753424657,0.7389127039478209,0.5424339164857619,3.3794262295081965,2.112567486338798,2.353828142076503,4.569112021857924,0.6251260843904373,0.6965170955718872,4.207205479452055,2.126764383561644,2.8622386301369867,4.927821917808219,0.5055052323801957,0.6803182407220489,2.8454520547945203,2.131031780821918,1.520762191780822,3.56113698630137,0.7489255625415228,0.5344536342541331,3.392547945205479,2.0794539726027397,1.6520476712328767,4.6301506849315075,0.612947556287754,0.4869636915721808,3.3362557953637086,2.07630276578737,2.1581097681854517,4.420084732214229,0.622345195674967,0.6468657982354081,01047000,1.0,"Carrabassett River near North Anson, Maine",3.32314579055441,2.09002387405886,0.147775613761867,0.280118126940736,0.628929335570973,20.1,1.16521739130435,son,235.9,3.69170579029734,djf,Metamorphics,0.308488043880523,Acid plutonic rocks,0.288612546329161,0.0,0.0522,-14.4819,2.18286957464999,0.65686843497944,1.41593871068099,0.473464930849723,1.51023754926017,0.196458051727051,8.09514821362971,14.95,2.57758620689655,71.55,12.7767857142857,0.0,184.8,5.35965494359655,1.39277854918445,0.422748958879878,2.61515428326266,0.561180826371744,55.1631334746983,34.1854433554704,10.3036221035119,0.0,0.0,0.147867187526153,44.8692,-69.9551,310.38,49.92122,909.1,904.94,0.9906,5.08681076518099,4.30097838703039,0.891382765097595,0.445473208395092,0.850449984250475,    Mixed Forests,0.241026999055001,2.3401799936999
3.7939895947426066,2.0834787239868566,2.4151056133625413,3.354746714129244,0.5491524612703121,0.6365609480608995,3.626060771968245,2.0983002737476046,2.2624456884752258,3.145047905830824,0.5786721198852484,0.6239403669032161,3.8495920043811607,2.1050198795180726,2.201466538882804,3.039601588170865,0.5468163579731,0.5718700933442685,4.470109589041096,2.1392986301369863,2.7553027397260275,4.011643835616439,0.4785785644677891,0.6163837115942118,3.8920821917808217,2.083124383561644,2.1475947945205482,2.061232876712329,0.5352210670064269,0.5517855709871112,3.713633879781421,2.079774316939891,2.0970647540983607,2.808592896174863,0.560037522347869,0.5646934571325569,3.611643835616438,2.0704961643835618,1.874864109589041,3.394150684931507,0.5732835956760858,0.5191165560402048,3.7495616438356163,2.0658512328767125,2.223461369863014,2.868041095890411,0.5509580663310415,0.5929923497906605,3.568684931506849,2.0734227397260274,2.0790687671232875,2.4282328767123285,0.5810047060810551,0.5825868091542105,3.534207650273224,2.1294658469945356,2.047870218579235,3.4351775956284154,0.6025299183622982,0.5794425289133527,4.276684931506849,2.147915068493151,2.2452487671232877,3.4903561643835617,0.5022383231154589,0.5249974695545776,3.4774520547945205,2.163451506849315,2.1862753424657533,2.530054794520548,0.6221369763722455,0.6287003553223506,4.203095890410959,2.097401095890411,2.358621369863014,3.3680821917808217,0.4990133821775207,0.5611628740719495,3.759474820143885,2.0811603037569943,2.2822589128697044,3.2047410071942446,0.5535774019833288,0.6070685460216373,01052500,1.0,"Diamond River near Wentworth Location, NH",3.73085831622177,2.09642323066393,0.152096802769543,0.352698254049326,0.561914458543945,13.5,1.12970711297071,jja,193.5,2.89670658682635,mam,Siliciclastic sedimentary rocks,0.497458334479149,Metamorphics,0.374061696779951,0.0,0.0711,-15.1658,2.40510460354471,0.644651819954492,1.30106242481155,0.459699942400979,1.02555547613101,0.30596536445819,8.66901865964871,14.1,2.51785714285714,58.9,7.3167701863354,0.0,197.2,1.30134932533733,1.49480743438006,0.452325651168738,1.26299537359136,0.615537987322707,30.5576662241128,52.614646019841,11.1433260057998,0.0,0.0,5.67552673533962,44.87739,-71.05749,615.7,60.05183,383.82,396.1,1.0,4.80082996154371,4.12431270006247,0.880034058274384,0.477327929873011,0.593588369118227,    Mixed Forests,0.225615302147085,2.2374353476472
4.226024096385542,2.1230193318729462,2.8730193318729467,4.631881161007668,0.5023680138711785,0.67983978944422,3.9485190254585274,2.1274121270188884,2.662372625239529,4.281675335340816,0.5387873562979324,0.6742711908119418,3.854093647316539,2.1242465772179626,2.6221630887185103,4.093963581599124,0.5511663108386056,0.6803579073757651,4.524465753424658,2.1498739726027396,2.9876134246575345,5.287452054794521,0.47516637096334685,0.6603240222110535,3.8486027397260276,2.0729534246575345,2.578635616438356,3.1790136986301367,0.5386249412702707,0.6700186511382888,3.486830601092896,2.0688871584699453,2.2425270491803277,3.9693032786885247,0.5933431804290931,0.6431419548966446,3.494328767123288,2.1092512328767126,2.3641005479452053,4.347356164383561,0.6036212885066213,0.6765535544875061,3.7852602739726025,2.072309589041096,2.6203005479452055,3.9171369863013696,0.5474681895166544,0.6922378801696559,3.2795068493150685,2.124485205479452,2.3603805479452054,3.3674931506849313,0.6478063023174216,0.7197364287981821,4.172377049180327,2.1563516393442623,2.7889527322404373,4.137035519125683,0.5168161012121094,0.6684325743734817,4.667753424657534,2.231597808219178,3.4498756164383564,4.649397260273973,0.4780881947256901,0.7390869445275954,3.1827671232876713,2.127104383561644,2.2534665753424656,3.681109589041096,0.6683192018662144,0.7080211928966781,4.099178082191781,2.1297150684931507,2.5763613698630135,4.404561643835616,0.5195468520251304,0.6285068172704183,4.030171862509992,2.109150431654676,2.735155651478817,4.367424060751398,0.5233400717410341,0.6786697304207174,01054200,1.0,"Wild River at Gilead, Maine",4.06713210130048,2.12835505817933,0.104959634640742,0.299641539662879,0.523306104932953,17.5,1.19453924914676,son,220.3,3.2637037037037,mam,Metamorphics,0.87144277772791,Siliciclastic sedimentary rocks,0.104295202824522,0.0,0.0288,-14.2147,2.73174157104064,0.671662858004331,1.31964515365059,0.437049817537408,1.3578082898931,0.256851228674037,10.0956051354616,16.05,1.88823529411765,82.2,9.96363636363636,0.0,183.45,0.914754098360656,1.47744219768239,0.418460872964329,2.91914248331471,0.594525957550057,58.3761691803075,31.8364719985859,9.8512616206335,0.0,0.0,0.0,44.39044,-70.97964,472.31,90.13951,180.98,181.33,1.0,5.01982728305181,4.28355132001824,0.886711470649713,0.455084304988135,0.580953863518831,    Mixed Forests,0.224857231811114,2.23238154540737
3.620747535596933,2.0873949069003284,2.399335843373494,4.031202081051479,0.5765093772427827,0.662663115775049,3.3772570490008214,2.0962172460990964,2.1535787571858744,3.8224760470845878,0.620686319011244,0.6376709637257317,3.248127053669222,2.0674435104052575,2.0414001642935378,3.6532297371303395,0.6365032759632311,0.6284853180196525,3.9286575342465753,2.0745983561643833,2.609032876712329,4.657808219178082,0.5280680074758012,0.6641029038466904,3.220794520547945,2.0560520547945207,2.235798082191781,2.860630136986302,0.6383679684243657,0.694175945695353,2.819125683060109,2.024354098360656,1.5032385245901638,3.5150136612021856,0.718078697421981,0.5332286295793759,2.9447123287671233,2.056086301369863,1.8811408219178083,4.055753424657534,0.6982299361753596,0.6388198954243501,3.1896712328767123,2.0280898630136988,1.9858257534246577,3.4865205479452053,0.6358303771591525,0.6225800743839276,2.790739726027397,2.0255191780821917,1.5338630136986302,2.977205479452055,0.7258001020989181,0.5496259645402604,3.023989071038251,2.0896407103825134,2.1170032786885247,3.8333333333333335,0.6910212508357577,0.7000697518928786,4.221561643835617,2.1474797260273975,2.5751227397260275,4.190082191780823,0.5086932057863415,0.6099929260742307,2.815068493150685,2.108570410958904,1.971609315068493,3.031205479452055,0.7490298783454988,0.7003770316301703,3.528739726027397,2.0641016438356163,2.002634520547945,3.9246301369863015,0.5849401781069729,0.5675211764066491,3.4398569144684252,2.0707156434852116,2.218219392486011,3.869326538768985,0.6019772609655794,0.6448580413783872,01055000,1.0,"Swift River near Roxbury, Maine",3.49418343600274,2.09323529089665,0.167229040772146,0.306048851694867,0.599062793707035,19.15,1.16768292682927,son,224.85,3.3786626596544,mam,Siliciclastic sedimentary rocks,0.680843374255509,Metamorphics,0.168363152735523,0.0,0.1455,-14.3578,2.27989748102746,0.652483626799972,1.34931183391448,0.43813165837399,1.366587125286,0.185464951186671,8.44158367295963,16.25,2.05696202531646,83.6,8.94117647058824,0.0,186.05,2.12705882352941,1.36965658300731,0.424025868403635,2.55000125852732,0.547020626891466,53.8620110912704,34.7344920848497,10.34632346892,0.0,0.0,0.778016176846145,44.64275,-70.58878,423.12,72.81304,250.64,251.16,0.9916,5.03003298656618,4.31922587040795,0.886163454154676,0.471431451538885,0.524248820763417,    Mixed Forests,0.221454929245781,2.20969952830511
3.8579518072289156,2.1297120208105147,2.058013800657174,6.116642935377875,0.5520317845391235,0.5334472547845023,3.3809197919518206,2.1370558992608815,1.6552392006569945,6.001725978647687,0.6320930488644184,0.48958251082952114,3.25855421686747,2.120393099671413,1.7873577491785324,5.8894605695509314,0.6507159183344201,0.5485125089914153,3.6660273972602737,2.118227671232877,2.0184194520547947,6.899383561643836,0.5777991928854347,0.5505740228682461,3.4087397260273975,2.0946430136986303,1.7997504109589042,5.032369863013699,0.6144919184368947,0.527981176508411,2.897622950819672,2.0955005464480876,1.3561863387978141,5.769877049180328,0.723179165134414,0.46803409615946745,2.946904109589041,2.126350410958904,1.784789315068493,6.076493150684931,0.7215539874676932,0.6056489280600955,3.234301369863014,2.091738082191781,1.8426665753424658,5.587246575342466,0.646735675803883,0.56972630705113,2.540876712328767,2.0889380821917807,1.1440972602739727,5.389383561643836,0.822132798516314,0.45027657372064445,3.420136612021858,2.137677049180328,2.1238890710382514,6.064863387978143,0.6250268020482996,0.6209953905270138,4.208931506849315,2.170444383561644,2.5410827397260274,6.45945205479452,0.5156758621587492,0.6037358259669587,2.781972602739726,2.1527260273972604,1.5393065753424657,5.3101232876712325,0.7738128065234091,0.5533147859998818,3.4805753424657535,2.1277065753424655,1.7236490410958902,6.305260273972603,0.6113088687903905,0.49521957478294404,3.5367442046362907,2.115841023181455,1.8590184652278177,6.004831734612311,0.5982454202958233,0.5256298894307495,01057000,1.0,"Little Androscoggin River near South Paris, Maine",3.57049965776865,2.13274377823409,0.07913684920672,0.251157672769098,0.597323619284961,20.35,1.16954022988506,son,239.3,3.74784651527016,djf,Metamorphics,0.451110620382826,Acid plutonic rocks,0.409240381612252,0.0774334159306445,0.0251,-13.9903,1.82355060658392,0.510727007805829,1.53323223410569,0.474677470804456,1.28068087951381,0.0781694470346097,6.86609667559735,13.85,2.42982456140351,82.95,13.825,0.0,178.05,3.75914634146341,1.50000001490116,0.404117932867977,4.0303923324274,0.61710021345834,69.0067380924153,22.9432923791566,7.81756497511796,0.0,0.0,0.0,44.30399,-70.53968,215.59,32.68445,190.92,197.7,0.9415,5.36294869870711,4.58707712668376,0.905510480513665,0.458742009036353,0.532780644071474,    Deciduous Broadleaf Forest,0.209186201297552,2.07314111305228
3.8429107338444686,2.2133483296823657,1.920393674698795,8.6535569550931,0.5759562172988911,0.499723727066026,3.2786860114973995,2.2132713112510265,1.537170188885847,8.528702436353681,0.6750482673515326,0.4688372669708041,3.224419496166484,2.18855,1.6592911007667033,8.358576122672508,0.6787423294648757,0.5146014973360123,3.412493150684931,2.1809597260273974,1.8184745205479451,9.381191780821917,0.6391103599987156,0.5328873759594078,3.110958904109589,2.172124383561644,1.3640983561643836,7.873123287671233,0.6982169969176575,0.43848163804491413,3.169180327868853,2.187008743169399,1.6187043715846994,8.47172131147541,0.690086557693634,0.5107643630595212,2.9820547945205482,2.190258630136986,1.6772775342465756,8.208945205479452,0.7344796729293949,0.5624569801093298,3.215232876712329,2.135317808219178,1.6269904109589042,8.156958904109588,0.6641253962302737,0.5060256825386005,2.5251506849315066,2.210908767123288,0.9575389041095891,8.157835616438357,0.8755551818418542,0.37920069872406914,3.3836612021857926,2.1721650273224045,1.9747300546448088,8.67733606557377,0.6419570097382148,0.5836074998788779,4.315397260273973,2.246543287671233,2.503724383561644,8.77023287671233,0.5205878282289603,0.5801839859820204,2.8501643835616437,2.2110923287671236,1.5056652054794522,7.62113698630137,0.7757771241264625,0.5282731108996357,3.279616438356164,2.1791704109589043,1.5449542465753425,8.26609589041096,0.6644589243646936,0.4710777237565369,3.431882494004796,2.194410903277378,1.6773498721023181,8.511966027178257,0.6394190089872906,0.4887550418851765,01073000,1.0,"OYSTER RIVER NEAR DURHAM, NH",3.50302532511978,2.20761571526352,0.0303700126107958,0.17503243505174,0.63020261356176,20.85,1.22647058823529,son,249.0,4.01612903225806,jja,Metamorphics,0.943375194531556,Acid plutonic rocks,0.0566248054684436,0.0,0.01,-14.1,1.70319404184962,0.486206602514752,1.78010735061656,0.501891678728164,2.27878874265298,0.0658152271358498,5.78423611407704,7.85,2.2112676056338,96.0,12.4675324675325,0.0,168.75,19.9090909090909,1.30561961742887,0.416396539872731,2.94867050569366,0.510061723029111,56.5709613142528,29.1550562566009,9.96726611619389,0.0,0.0,4.24420883872995,43.1487,-70.96506,37.67,4.75043,31.3,32.11,0.9008,4.94394974332569,4.03508797625448,0.841420652113803,0.37914418264828,0.592432262113697,    Mixed Forests,0.221470258347946,2.03318903590222
